Student ID,Gender,Counselor,ELL Status,Double Math,FRPL Status,Grade Level,Home Language,Date of Birth,Race/Ethnicity,Transfer Student,Special Education Status
2240235,Female,Erika Martinez,No,,Free,11,Spanish,3/3/2006,Hispanic,No,No
2251067,Male,Erika Martinez,Yes,,Free,10,Spanish,2/27/2006,Hispanic,Yes,No
2251077,Female,Erika Martinez,Yes,,Free,10,Spanish,10/28/2007,Hispanic,No,No
2240237,Male,Erika Martinez,No,,Paid,11,English,4/29/2006,White,No,No
4250206,Male,Erika Martinez,No,,Free,10,English,6/6/2007,Black or African American,No,Yes
2250222,Female,Erika Martinez,No,Yes,Free,10,English,3/23/2007,Black or African American,No,No
2260219,Male,Erika Martinez,No,,Free,9,English,10/1/2007,Hispanic,Yes,Yes
2240238,Female,Erika Martinez,No,,Free,11,Spanish,9/12/2005,Hispanic,No,No
2250223,Female,Erika Martinez,No,,Paid,10,English,11/2/2006,Hispanic,No,No
2241082,Female,Erika Martinez,Yes,,Free,11,Spanish,1/31/2006,Hispanic,No,No
2260220,Female,Erika Martinez,No,,Free,9,English,9/8/2005,Black or African American,Yes,No
2260221,Male,Erika Martinez,No,Yes,Free,9,English,5/22/2008,Hispanic,Yes,No
2260857,Female,Erika Martinez,No,,Paid,9,English,10/17/2007,White,Yes,No
2260222,Male,Erika Martinez,No,Yes,Free,9,English,1/14/2008,Black or African American,Yes,No
2230197,Male,Erika Martinez,Yes,,Free,12,English,3/23/2005,Hispanic,No,No
2260223,Male,Erika Martinez,No,,Free,9,English,9/27/2007,Multiracial/Ethnic,Yes,Yes
2240219,Female,Erika Martinez,No,,Free,11,English,12/22/2005,Hispanic,No,No
2250934,Male,Erika Martinez,No,,Paid,10,English,9/12/2006,White,No,No
2240241,Male,Erika Martinez,No,,Free,11,English,6/16/2005,Black or African American,No,No
2240977,Female,Erika Martinez,No,,Free,11,English,8/14/2006,Black or African American,No,No
2250226,Female,Erika Martinez,No,,Free,10,English,8/5/2007,Black or African American,No,No
2240244,Female,Erika Martinez,No,,Free,11,English,6/6/2006,Black or African American,No,No
2251037,Male,Erika Martinez,No,,Free,10,English,2/16/2007,Black or African American,No,Yes
2260224,Male,Erika Martinez,Yes,Yes,Free,9,Spanish,6/15/2008,Hispanic,Yes,No
2250229,Male,Erika Martinez,No,,Free,10,English,7/12/2007,White,No,No
2250230,Female,Erika Martinez,No,Yes,Free,10,English,10/18/2006,White,No,No
4250219,Female,Erika Martinez,Yes,Yes,Free,10,English,2/25/2007,Hispanic,No,No
2241064,Female,Erika Martinez,Yes,,Reduced,11,Spanish,6/15/2006,Hispanic,No,No
2250232,Male,Erika Martinez,No,Yes,Free,10,Spanish,10/21/2006,Hispanic,No,No
2260908,Male,Erika Martinez,No,,Paid,9,English,6/21/2008,White,Yes,Yes
2250233,Female,Erika Martinez,No,,Free,10,English,9/5/2006,Black or African American,No,No
2250234,Female,Erika Martinez,No,,Free,10,Spanish,6/25/2007,Hispanic,No,No
2250235,Female,Erika Martinez,No,,Paid,10,English,10/2/2006,Hispanic,No,No
2250236,Male,Erika Martinez,No,,Free,10,Spanish,3/19/2007,Hispanic,No,No
2240947,Male,Erika Martinez,No,,Free,11,English,7/18/2006,Black or African American,No,Yes
2260902,Female,Erika Martinez,No,,Paid,9,English,2/15/2008,White,Yes,No
2260226,Female,Erika Martinez,Yes,,Free,9,Spanish,12/11/2008,Hispanic,Yes,No
2240908,Female,Erika Martinez,No,,Reduced,11,Spanish,8/9/2006,Hispanic,No,No
2250239,Male,Erika Martinez,Yes,,Free,10,Spanish,5/30/2007,Hispanic,No,No
2240247,Female,Erika Martinez,No,,Free,11,Spanish,8/1/2006,Hispanic,No,No
2250908,Male,Erika Martinez,Yes,,Free,10,Spanish,9/14/2006,Hispanic,No,Yes
2240248,Female,Erika Martinez,No,,Free,11,Spanish,3/11/2006,Hispanic,No,No
2241102,Female,Erika Martinez,Yes,,Paid,11,Spanish,7/22/2004,Hispanic,No,No
2250241,Male,Erika Martinez,No,,Paid,10,English,8/26/2007,Hispanic,No,No
2250242,Male,Erika Martinez,Yes,,Free,10,Spanish,8/23/2007,Hispanic,No,No
2240249,Female,Erika Martinez,No,Yes,Free,11,Spanish,7/27/2006,Hispanic,No,No
2241003,Female,Erika Martinez,Yes,,Free,11,Spanish,5/26/2006,Hispanic,No,No
2260935,Male,Erika Martinez,No,Yes,Free,9,English,3/11/2008,Black or African American,Yes,Yes
2240250,Female,Erika Martinez,No,,Free,11,Spanish,9/6/2005,Hispanic,No,No
2250243,Male,Erika Martinez,Yes,,Free,10,Spanish,12/16/2006,Hispanic,No,Yes
2240252,Female,Erika Martinez,No,,Paid,11,English,11/8/2005,Hispanic,No,No
2250244,Female,Erika Martinez,No,,Paid,10,English,2/20/2007,White,No,No
2260228,Male,Erika Martinez,No,,Free,9,English,3/18/2008,Hispanic,Yes,No
2250246,Female,Erika Martinez,No,,Reduced,10,English,7/21/2007,Hispanic,No,No
2250248,Female,Erika Martinez,No,Yes,Free,10,English,5/8/2007,White,No,No
2250262,Male,Erika Martinez,No,,Free,10,English,5/8/2007,White,No,Yes
2251048,Female,Erika Martinez,Yes,,Paid,10,Spanish,4/29/2005,Hispanic,No,No
2241046,Male,Erika Martinez,No,,Reduced,11,English,8/3/2006,Hispanic,No,No
2260229,Male,Erika Martinez,Yes,,Free,9,Spanish,8/8/2007,Hispanic,Yes,No
2240255,Male,Erika Martinez,No,Yes,Free,11,English,7/30/2006,Hispanic,No,No
2260230,Male,Erika Martinez,No,,Free,9,Spanish,3/31/2008,Hispanic,Yes,No
2240256,Female,Erika Martinez,No,,Free,11,English,3/23/2006,Hispanic,No,No
2250975,Female,Erika Martinez,No,,Paid,10,English,10/30/2006,Hispanic,No,No
2260889,Male,Erika Martinez,No,,Free,9,English,12/12/2007,White,Yes,No
2250251,Female,Erika Martinez,No,,Reduced,10,English,12/31/2006,Black or African American,No,No
2260231,Male,Erika Martinez,No,,Reduced,9,English,12/9/2007,Black or African American,Yes,No
2250252,Female,Erika Martinez,No,,Paid,10,Spanish,4/23/2007,Hispanic,No,No
2260232,Female,Erika Martinez,No,,Free,9,English,2/26/2008,Hispanic,Yes,No
2260233,Male,Erika Martinez,Yes,,Free,9,English,11/12/2007,Hispanic,Yes,Yes
2240257,Female,Erika Martinez,No,,Free,11,English,9/9/2005,Black or African American,No,No
2230225,Male,Erika Martinez,No,,Free,12,English,6/14/2005,Black or African American,No,Yes
2260234,Male,Erika Martinez,No,,Paid,9,English,9/10/2007,White,Yes,No
2260858,Female,Erika Martinez,No,,Paid,9,English,9/19/2007,Multiracial/Ethnic,Yes,No
2240258,Female,Erika Martinez,No,,Free,11,English,2/13/2006,Hispanic,No,No
2251068,Female,Erika Martinez,Yes,Yes,Free,10,Spanish,3/31/2007,Hispanic,No,No
2230228,Male,Erika Martinez,No,,Paid,12,Spanish,12/27/2004,Hispanic,No,No
2240259,Male,Erika Martinez,No,,Free,11,English,12/9/2005,Hispanic,No,Yes
2240261,Male,Erika Martinez,Yes,,Free,11,Spanish,3/11/2006,Hispanic,No,No
2250255,Male,Erika Martinez,Yes,,Free,10,Spanish,4/29/2007,Hispanic,No,No
2241061,Female,Erika Martinez,Yes,,Paid,11,Spanish,7/5/2006,Hispanic,No,No
2260237,Female,Erika Martinez,No,,Free,9,Spanish,3/31/2008,Hispanic,Yes,No
2231018,Female,Erika Martinez,Yes,,Free,12,English,1/30/2005,Hispanic,No,No
2241087,Male,Erika Martinez,Yes,,Free,11,English,2/22/2006,Hispanic,Yes,Yes
2240262,Female,Erika Martinez,No,,Free,11,English,10/24/2005,Hispanic,No,No
2240263,Male,Erika Martinez,Yes,,Free,11,Spanish,6/6/2006,Hispanic,No,No
2260238,Female,Erika Martinez,No,,Free,9,Spanish,1/15/2008,Hispanic,Yes,No
2251085,Male,Erika Martinez,Yes,,Paid,11,Spanish,9/22/2006,Hispanic,No,No
2250257,Male,Erika Martinez,No,,Paid,10,English,12/26/2006,White,No,Yes
2260239,Female,Erika Martinez,No,,Free,9,English,8/11/2008,White,Yes,No
2260240,Male,Erika Martinez,No,,Paid,9,English,5/25/2008,Black or African American,Yes,No
2240265,Female,Erika Martinez,No,,Free,11,English,7/25/2006,Black or African American,No,No
2260904,Female,Erika Martinez,No,,Free,9,Spanish,9/28/2007,Hispanic,Yes,No
2241077,Female,Erika Martinez,No,Yes,Free,11,English,9/21/2005,Hispanic,Yes,No
2260241,Female,Erika Martinez,No,Yes,Free,9,English,5/18/2008,Hispanic,Yes,No
2250260,Female,Erika Martinez,No,,Paid,10,English,7/1/2007,White,No,No
2250909,Female,Erika Martinez,No,Yes,Free,10,English,10/16/2006,Hispanic,No,No
2240266,Male,Erika Martinez,Yes,,Free,11,Spanish,10/13/2005,Hispanic,No,No
2260242,Female,Erika Martinez,Yes,Yes,Free,9,Spanish,9/18/2007,Hispanic,Yes,Yes
2251063,Male,Erika Martinez,Yes,,Free,10,Spanish,5/14/2007,Hispanic,No,No
2251062,Male,Erika Martinez,Yes,,Free,10,Spanish,5/14/2007,Hispanic,No,No
2250261,Female,Erika Martinez,No,,Free,10,English,11/20/2006,Black or African American,No,No
2240268,Male,Erika Martinez,No,,Free,11,English,11/23/2005,Black or African American,No,Yes
2260243,Female,Erika Martinez,No,,Paid,9,English,7/7/2008,White,Yes,No
2250249,Male,Erika Martinez,No,,Free,10,English,6/25/2007,White,No,Yes
4240058,Female,Erika Martinez,No,,Free,11,English,1/27/2006,Black or African American,No,No
2240910,Male,Erika Martinez,No,,Paid,11,English,10/8/2005,Hispanic,No,Yes
2251074,Male,Erika Martinez,No,,Reduced,10,English,8/9/2007,Multiracial/Ethnic,Yes,Yes
4250999,Male,Erika Martinez,Yes,,Free,10,Spanish,10/4/2006,Hispanic,No,No
2230237,Male,Erika Martinez,No,,Free,12,English,1/11/2005,Black or African American,No,No
2240004,Male,Erika Martinez,No,,Paid,11,English,7/17/2006,White,No,No
2260245,Female,Erika Martinez,No,,Free,9,Spanish,3/27/2008,Hispanic,Yes,No
2250263,Male,Erika Martinez,No,,Free,10,English,9/30/2006,Black or African American,No,No
2240271,Male,Erika Martinez,No,,Paid,11,English,3/4/2006,Hispanic,No,No
2240272,Female,Erika Martinez,No,,Free,11,English,2/18/2006,Hispanic,No,No
2260842,Male,Erika Martinez,Yes,Yes,Free,9,English,6/23/2008,Hispanic,Yes,No
2240273,Female,Erika Martinez,Yes,,Free,11,English,2/19/2006,Hispanic,No,Yes
2240275,Male,Erika Martinez,No,,Free,11,Spanish,10/2/2005,Hispanic,No,No
2250265,Male,Erika Martinez,No,,Free,10,Spanish,6/24/2007,Hispanic,No,No
2250266,Female,Erika Martinez,No,,Free,10,English,10/11/2006,Hispanic,No,No
2240276,Male,Erika Martinez,No,,Free,11,English,8/4/2006,Hispanic,No,No
2260247,Female,Erika Martinez,Yes,Yes,Paid,9,Spanish,10/13/2007,Hispanic,Yes,No
2250267,Male,Erika Martinez,No,Yes,Paid,10,Spanish,9/9/2006,Hispanic,No,No
2240302,Female,Erika Martinez,No,,Free,11,Spanish,1/5/2006,Hispanic,No,No
2250910,Male,Erika Martinez,Yes,,Free,10,English,2/24/2007,Hispanic,No,Yes
2250268,Male,Erika Martinez,No,,Free,10,English,9/5/2006,Hispanic,No,Yes
4231110,Female,Erika Martinez,Yes,,Free,11,Spanish,10/24/2004,Hispanic,No,No
2260249,Male,Erika Martinez,No,,Free,9,English,3/5/2008,Hispanic,Yes,Yes
2240948,Female,Erika Martinez,No,,Reduced,11,English,5/29/2006,Black or African American,No,No
2240281,Female,Erika Martinez,No,,Paid,11,English,10/17/2005,White,No,No
2260250,Male,Erika Martinez,No,,Paid,9,English,11/19/2007,White,Yes,No
2260253,Male,Michael Russell,Yes,,Free,9,English,12/25/2007,White,Yes,Yes
2250269,Female,Michael Russell,Yes,,Free,10,Spanish,7/30/2007,Hispanic,No,No
4260274,Male,Michael Russell,Yes,Yes,Free,9,English,4/18/2008,Hispanic,Yes,No
4240138,Male,Michael Russell,No,,Free,11,Spanish,9/2/2005,Hispanic,No,No
2240283,Male,Michael Russell,No,,Paid,11,English,9/26/2005,Hispanic,No,No
2240284,Male,Michael Russell,Yes,,Free,11,Spanish,11/4/2005,Hispanic,No,No
2250270,Male,Michael Russell,Yes,,Free,10,English,11/23/2006,Hispanic,No,Yes
2250271,Male,Michael Russell,No,,Paid,10,Spanish,3/29/2007,Hispanic,No,No
2250272,Male,Michael Russell,No,,Free,10,Spanish,7/15/2007,Hispanic,No,No
4260275,Male,Michael Russell,No,,Free,9,English,1/26/2008,Hispanic,Yes,Yes
2260257,Male,Michael Russell,No,,Free,9,Spanish,7/1/2008,Hispanic,Yes,No
2260258,Male,Michael Russell,No,,Free,9,English,7/28/2008,Hispanic,Yes,No
2260259,Female,Michael Russell,No,,Paid,9,Spanish,10/29/2007,Hispanic,Yes,No
2260260,Female,Michael Russell,Yes,Yes,Free,9,English,2/25/2008,Hispanic,Yes,Yes
2240285,Female,Michael Russell,Yes,,Free,11,Spanish,11/6/2005,Hispanic,No,No
2260261,Female,Michael Russell,No,Yes,Free,9,English,8/11/2008,Hispanic,Yes,No
2250274,Male,Michael Russell,Yes,,Free,10,English,5/22/2007,Hispanic,No,Yes
2240286,Male,Michael Russell,No,Yes,Free,11,English,8/7/2006,Hispanic,No,No
2260262,Male,Michael Russell,No,Yes,Paid,9,English,1/28/2008,Hispanic,Yes,No
2241100,Male,Michael Russell,No,,Paid,11,English,12/1/2006,Hispanic,Yes,No
2260263,Female,Michael Russell,Yes,Yes,Free,9,English,3/11/2008,Hispanic,Yes,No
2240287,Female,Michael Russell,No,,Paid,11,English,10/17/2005,Hispanic,No,No
2250276,Female,Michael Russell,No,,Free,10,English,1/23/2007,Hispanic,No,No
2260264,Female,Michael Russell,No,,Free,9,Spanish,2/11/2008,Hispanic,Yes,Yes
2260265,Female,,No,,Free,9,English,3/11/2008,Hispanic,Yes,Yes
2240289,Female,Michael Russell,No,,Free,11,English,10/13/2005,Hispanic,No,No
2240290,Male,Michael Russell,Yes,,Paid,11,Spanish,3/30/2006,Hispanic,No,No
2260266,Male,Michael Russell,No,Yes,Free,9,English,5/6/2008,Hispanic,Yes,No
2250277,Male,Michael Russell,No,,Free,10,English,6/29/2007,Hispanic,No,No
2240292,Female,Michael Russell,No,Yes,Free,11,English,6/12/2006,Hispanic,No,No
2250278,Female,Michael Russell,Yes,,Reduced,10,English,9/15/2006,Hispanic,No,No
2250279,Female,Michael Russell,Yes,,Free,10,Spanish,6/27/2007,Hispanic,No,Yes
2241093,Female,Erika Martinez,Yes,,Free,11,Spanish,6/1/2005,Hispanic,No,No
2240295,Male,Michael Russell,No,Yes,Free,11,English,4/10/2006,Hispanic,No,No
2241047,Male,Michael Russell,Yes,,Free,11,Spanish,9/29/2004,Hispanic,No,No
2260255,Male,Michael Russell,Yes,Yes,Free,9,Spanish,9/8/2006,Hispanic,Yes,No
2250993,Male,Michael Russell,Yes,,Free,10,Spanish,8/30/2006,Hispanic,No,No
2240288,Female,Michael Russell,Yes,,Paid,11,Spanish,1/26/2006,Hispanic,No,Yes
4240136,Male,Michael Russell,Yes,Yes,Paid,11,English,11/17/2005,Hispanic,No,No
2240293,Female,Michael Russell,No,,Free,11,English,10/16/2005,Hispanic,No,No
2240297,Male,Michael Russell,No,,Reduced,11,English,12/30/2005,Hispanic,No,No
2250281,Male,Michael Russell,No,,Free,10,English,4/6/2007,Hispanic,No,Yes
2250280,Male,Michael Russell,Yes,,Free,10,Spanish,5/29/2007,Hispanic,No,No
2260267,Female,Michael Russell,No,,Free,9,English,5/14/2008,Hispanic,Yes,No
2250283,Female,Michael Russell,Yes,Yes,Free,10,English,9/26/2006,Hispanic,No,No
2260843,Female,Michael Russell,No,,Free,9,English,5/15/2008,Black or African American,Yes,No
2250284,Male,,No,,Free,10,English,10/19/2006,White,Yes,No
2240298,Female,Michael Russell,No,,Free,11,English,10/9/2005,Hispanic,Yes,No
2250285,Female,Michael Russell,No,,Free,10,Spanish,11/30/2007,Hispanic,No,No
2240911,Male,Michael Russell,No,,Paid,11,English,8/24/2006,White,No,No
2250988,Male,Erika Martinez,Yes,,Free,10,Spanish,11/9/2007,Hispanic,No,No
2260268,Male,Erika Martinez,Yes,,Free,9,Spanish,2/16/2009,Hispanic,Yes,No
2221093,Female,Michael Russell,No,,Free,12,Spanish,11/8/2003,Hispanic,No,No
2260270,Female,Michael Russell,Yes,,Free,9,English,4/11/2008,Hispanic,Yes,No
2260271,Female,Michael Russell,No,,Free,9,Spanish,5/24/2008,Hispanic,Yes,No
2240299,Male,Michael Russell,No,,Free,11,English,6/14/2006,Hispanic,No,No
2241051,Male,Erika Martinez,Yes,,Free,11,Spanish,6/19/2006,Hispanic,No,No
2250286,Female,Michael Russell,Yes,,Paid,10,Spanish,12/7/2005,Hispanic,No,Yes
2250287,Female,Michael Russell,No,,Free,10,English,1/29/2007,Black or African American,No,No
2240949,Female,Michael Russell,No,,Free,11,English,12/14/2005,Black or African American,No,No
2250288,Female,Michael Russell,No,,Free,10,English,7/28/2007,Black or African American,No,No
4230291,Female,Michael Russell,No,,Free,12,English,5/27/2005,Black or African American,No,Yes
2250289,Female,Michael Russell,No,,Free,10,English,2/23/2007,White,No,No
2260272,Male,Michael Russell,No,Yes,Free,9,English,1/4/2008,Black or African American,Yes,No
2260273,Female,Michael Russell,No,,Free,9,English,7/10/2008,White,Yes,No
2240304,Male,Michael Russell,No,,Free,11,English,2/1/2006,Hispanic,No,No
2251000,Male,Michael Russell,No,,Free,10,English,10/30/2006,White,No,No
2251079,Male,Erika Martinez,Yes,,Paid,10,Spanish,10/20/2005,Hispanic,No,No
2240305,Male,Michael Russell,No,Yes,Paid,11,English,10/18/2005,Hispanic,No,No
2250291,Female,Michael Russell,No,Yes,Free,10,English,12/21/2006,Hispanic,No,No
2240306,Female,Michael Russell,Yes,,Paid,11,Spanish,8/3/2006,Hispanic,No,No
2260274,Female,Michael Russell,No,,Free,9,English,12/27/2007,Hispanic,Yes,No
2250292,Female,Michael Russell,No,,Free,10,Spanish,9/7/2006,Hispanic,No,No
2240307,Male,Michael Russell,No,,Paid,11,English,6/8/2006,White,No,No
2251050,Male,Erika Martinez,Yes,,Free,9,Spanish,8/21/2007,Hispanic,Yes,No
4240144,Male,Michael Russell,No,Yes,Paid,11,Spanish,12/9/2005,Hispanic,No,No
2251051,Male,Erika Martinez,Yes,,Free,10,Spanish,5/30/2006,Hispanic,No,No
2260812,Female,Michael Russell,No,,Free,9,English,9/13/2007,Hispanic,Yes,No
2240950,Female,Michael Russell,No,,Free,11,English,9/5/2005,Hispanic,No,Yes
2240308,Female,Michael Russell,No,,Paid,11,English,8/2/2006,Hispanic,No,No
2240309,Female,Michael Russell,No,,Reduced,11,English,7/12/2006,Hispanic,No,No
2250293,Female,Michael Russell,Yes,,Free,10,Spanish,3/28/2007,Hispanic,No,No
2240310,Male,Michael Russell,No,Yes,Free,11,English,10/18/2005,Hispanic,No,No
2231033,Female,Erika Martinez,Yes,,Free,12,Spanish,11/11/2003,Hispanic,No,No
2260381,Male,Erika Martinez,Yes,,Free,9,Spanish,5/25/2008,Hispanic,Yes,No
2240311,Female,Michael Russell,No,,Free,11,English,5/31/2006,Hispanic,No,No
2240312,Male,Michael Russell,No,,Paid,11,English,4/17/2006,White,No,No
2240313,Male,Michael Russell,No,,Free,11,English,3/16/2006,Hispanic,No,No
2250295,Male,Michael Russell,No,,Paid,10,Spanish,6/7/2007,Hispanic,No,No
2250296,Male,Michael Russell,No,,Paid,10,English,8/20/2007,Hispanic,No,No
2250297,Female,Michael Russell,No,,Paid,10,English,10/24/2006,Hispanic,No,No
2260278,Male,Michael Russell,No,,Free,9,Spanish,8/15/2008,Hispanic,Yes,No
2240315,Female,Michael Russell,No,,Reduced,11,English,7/26/2006,Hispanic,No,No
2250300,Female,Michael Russell,No,,Free,10,Spanish,9/20/2006,Hispanic,No,No
2250303,Male,Michael Russell,No,Yes,Free,10,Spanish,4/21/2007,Hispanic,No,No
2260279,Male,Michael Russell,No,,Free,9,Spanish,6/30/2008,Hispanic,Yes,No
2260280,Male,Michael Russell,Yes,,Free,9,Spanish,3/3/2008,White,Yes,No
2250986,Female,Michael Russell,No,,Free,10,English,6/4/2007,Hispanic,No,No
2240316,Female,Michael Russell,No,,Free,11,English,11/7/2005,Hispanic,No,No
2240317,Male,Michael Russell,Yes,,Paid,11,Spanish,8/20/2006,Hispanic,No,No
2241121,Male,,Yes,,Free,11,Spanish,11/27/2005,Hispanic,Yes,No
2240318,Female,Michael Russell,Yes,,Free,11,English,7/11/2006,Hispanic,No,No
2260282,Male,Michael Russell,Yes,Yes,Paid,9,Spanish,8/31/2008,Hispanic,Yes,Yes
2240319,Male,Michael Russell,No,,Free,11,English,8/26/2006,Hispanic,No,No
2251099,Male,Erika Martinez,Yes,,Paid,10,Spanish,3/13/2006,Hispanic,Yes,No
2260912,Male,Michael Russell,No,Yes,Reduced,9,English,12/31/2007,Hispanic,Yes,No
2240321,Male,Michael Russell,No,Yes,Reduced,11,English,5/18/2006,Hispanic,No,No
2250304,Male,Michael Russell,No,Yes,Free,10,Spanish,10/31/2006,Hispanic,No,No
2260945,Male,Erika Martinez,Yes,,Free,9,Spanish,11/15/2005,Hispanic,Yes,No
2240322,Male,Michael Russell,No,Yes,Paid,11,English,8/9/2006,Hispanic,No,No
2250305,Female,Michael Russell,No,Yes,Free,10,Spanish,5/29/2007,Hispanic,No,No
2250306,Female,Michael Russell,No,Yes,Paid,10,Spanish,11/27/2006,Hispanic,No,No
2260283,Female,Michael Russell,No,,Paid,9,English,1/21/2008,Hispanic,Yes,No
2250307,Female,Michael Russell,No,Yes,Free,10,Spanish,5/19/2007,Hispanic,No,No
2260284,Female,Michael Russell,No,,Free,9,English,1/16/2008,Hispanic,Yes,No
2240324,Male,Michael Russell,No,,Free,11,English,12/23/2005,Hispanic,No,No
2240325,Female,Michael Russell,No,Yes,Paid,11,English,8/26/2006,Hispanic,No,No
2250310,Female,Michael Russell,No,,Free,10,English,4/2/2007,Hispanic,No,No
2240326,Female,Michael Russell,Yes,,Paid,11,Spanish,5/26/2006,Hispanic,No,No
2250312,Female,Michael Russell,Yes,,Free,10,Spanish,10/16/2006,Hispanic,No,No
2241066,Female,Erika Martinez,Yes,,Free,11,Spanish,7/28/2005,Hispanic,No,No
2250301,Male,Michael Russell,No,,Free,10,English,9/24/2006,Hispanic,No,No
2240327,Male,Erika Martinez,Yes,,Free,11,Spanish,9/30/2005,Hispanic,No,No
2250298,Female,Michael Russell,No,,Free,10,English,11/23/2006,Hispanic,Yes,No
2260281,Female,Michael Russell,Yes,,Free,9,English,1/30/2008,Hispanic,Yes,No
2260286,Female,Michael Russell,No,Yes,Free,9,Spanish,4/11/2008,Hispanic,Yes,No
2240323,Female,Michael Russell,No,,Paid,11,English,10/16/2005,Hispanic,No,No
2250311,Female,Michael Russell,Yes,,Free,10,Spanish,11/10/2006,Hispanic,No,No
2260287,Female,Michael Russell,Yes,Yes,Free,9,Spanish,11/17/2007,Hispanic,Yes,No
2240328,Female,Erika Martinez,Yes,,Free,11,Spanish,5/10/2006,Hispanic,No,No
2260288,Male,Michael Russell,No,,Reduced,9,Spanish,11/5/2007,Hispanic,Yes,No
2240320,Male,Michael Russell,No,,Free,11,English,3/30/2006,Hispanic,No,No
2241120,Female,Michael Russell,Yes,,Free,11,Spanish,9/12/2006,Hispanic,Yes,No
2250313,Female,Michael Russell,No,,Paid,10,English,10/19/2006,Black or African American,No,No
2250314,Male,Michael Russell,No,,Free,10,English,7/29/2007,Black or African American,No,Yes
2241042,Male,Michael Russell,No,,Paid,11,English,10/1/2005,Hispanic,No,No
2250315,Male,Michael Russell,No,,Free,10,English,10/4/2006,White,No,No
2260289,Male,Michael Russell,No,,Free,9,English,1/31/2007,Black or African American,Yes,Yes
2240332,Male,Michael Russell,No,,Free,11,English,1/16/2006,Hispanic,No,No
2240333,Male,Michael Russell,No,,Free,11,English,11/21/2005,Hispanic,No,No
2260290,Female,Michael Russell,No,Yes,Free,9,English,4/21/2008,Black or African American,Yes,No
2240334,Male,Michael Russell,No,Yes,Free,11,English,1/6/2006,Black or African American,No,No
2240360,Male,Michael Russell,No,,Free,11,English,1/6/2006,Black or African American,No,No
2260291,Female,Michael Russell,No,Yes,Free,9,English,4/22/2008,Multiracial/Ethnic,Yes,No
2260292,Female,Michael Russell,No,,Free,9,English,1/24/2008,Hispanic,Yes,No
2260293,Female,Michael Russell,No,,Free,9,English,3/7/2008,Black or African American,Yes,No
2260294,Male,Michael Russell,No,,Reduced,9,English,1/17/2008,Black or African American,Yes,No
2250320,Male,Michael Russell,No,,Paid,10,English,8/27/2007,White,No,No
2240338,Female,Michael Russell,No,Yes,Free,11,English,2/9/2006,Black or African American,No,No
2260296,Female,Michael Russell,No,Yes,Free,9,English,9/23/2007,Black or African American,Yes,No
2260297,Male,Michael Russell,No,,Free,9,English,4/21/2008,Black or African American,Yes,Yes
2240992,Male,Michael Russell,No,Yes,Free,11,English,8/29/2006,Black or African American,No,No
2260298,Female,Michael Russell,No,,Free,9,English,2/2/2008,Black or African American,Yes,No
2240341,Female,Michael Russell,No,Yes,Free,11,English,12/14/2005,Black or African American,No,No
2240951,Female,Michael Russell,No,,Paid,11,English,7/14/2006,Black or African American,No,No
2260860,Male,Michael Russell,No,,Free,9,English,6/15/2008,White,Yes,Yes
2250323,Female,Erika Martinez,No,,Paid,10,English,10/26/2006,White,No,No
2260299,Female,Michael Russell,No,Yes,Free,9,English,9/22/2007,Hispanic,Yes,Yes
2240344,Male,Michael Russell,No,Yes,Paid,11,English,12/31/2005,Hispanic,No,No
2250324,Female,Michael Russell,No,Yes,Paid,10,English,7/18/2007,Hispanic,No,No
2250325,Female,Michael Russell,No,,Free,10,English,10/31/2006,Hispanic,No,No
2240345,Male,Michael Russell,No,,Free,11,English,3/29/2006,Hispanic,No,No
2260300,Female,Michael Russell,Yes,,Free,9,English,8/1/2008,Hispanic,Yes,No
2260301,Male,Michael Russell,No,,Free,9,Spanish,12/30/2007,Hispanic,Yes,No
2240346,Male,Michael Russell,No,,Free,11,Spanish,12/3/2005,Hispanic,No,No
2260302,Male,Michael Russell,Yes,,Free,9,Spanish,3/4/2008,Hispanic,Yes,No
2250326,Male,Michael Russell,No,,Free,10,English,12/16/2006,White,No,No
2240347,Male,Michael Russell,No,,Paid,11,English,8/12/2006,White,No,No
2240912,Female,Michael Russell,No,,Free,11,English,11/25/2005,White,No,No
2251033,Male,Michael Russell,Yes,,Free,10,Spanish,6/3/2007,Hispanic,No,No
2250327,Male,Michael Russell,No,,Reduced,10,English,3/11/2007,Hispanic,No,No
2250328,Male,Michael Russell,Yes,,Paid,10,English,5/10/2007,Hispanic,No,No
2230675,Male,Michael Russell,No,,Paid,12,Spanish,3/22/2005,Hispanic,No,No
2250329,Male,Michael Russell,Yes,Yes,Paid,10,Spanish,10/14/2006,Hispanic,No,No
2260304,Male,Michael Russell,No,,Reduced,9,English,4/2/2008,Hispanic,Yes,No
2240349,Male,Michael Russell,No,,Paid,11,English,5/10/2006,Hispanic,No,No
2250331,Male,Michael Russell,Yes,,Paid,10,Spanish,2/13/2007,Hispanic,No,No
2250350,Female,Michael Russell,No,,Paid,10,Spanish,2/13/2007,Hispanic,No,No
2250332,Female,Michael Russell,No,,Free,10,Spanish,3/19/2007,Hispanic,No,No
2260305,Female,Michael Russell,No,Yes,Free,9,Spanish,1/25/2008,Hispanic,Yes,No
2260306,Male,Michael Russell,Yes,Yes,Free,9,English,4/7/2008,Hispanic,Yes,No
2260307,Male,Michael Russell,No,,Free,9,Spanish,6/7/2008,Hispanic,Yes,No
