Department,Course Number,Course Name,Request Type,Grade,StudentNumber,Grade
Social Studies,7052,Pre-AP World History/Geography,R,9,2270368,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270799,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270754,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270224,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270333,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270747,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270655,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270903,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270391,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270555,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270418,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270726,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270137,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270020,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270781,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270839,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270230,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270798,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270704,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270327,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270102,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270534,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270135,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270127,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270074,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270356,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270296,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270007,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270643,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270443,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270031,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270469,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270580,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270892,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270651,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270175,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270720,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270792,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270297,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270223,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270423,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270815,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270272,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270072,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270155,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270023,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270042,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270401,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270508,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270294,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270457,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270065,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270717,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270657,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270395,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270650,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270843,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270631,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270689,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270855,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270150,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270017,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270807,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270868,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270037,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270863,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270707,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270366,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270625,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270105,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270265,9
Social Studies,7052,Pre-AP World History/Geography,R,10,2260194,10
Social Studies,7052,Pre-AP World History/Geography,R,9,2270370,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270716,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270326,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270769,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270639,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270233,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270613,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270664,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270275,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270387,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270338,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270851,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270711,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270057,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270363,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270636,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270098,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270123,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270041,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270305,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270496,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270485,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270715,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270198,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270307,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270763,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270589,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270787,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270648,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270649,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270826,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270132,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270354,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270001,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270856,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270444,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270424,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270308,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270533,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270561,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270862,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270521,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270497,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270143,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270857,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270482,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270776,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270830,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270252,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270782,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270512,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270284,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270115,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270721,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270571,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270478,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270009,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270004,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270376,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270658,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270516,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270259,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270583,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270243,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270077,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270271,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270063,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270752,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270258,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270161,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270095,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270190,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270632,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270663,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270504,9
Social Studies,7052,Pre-AP World History/Geography,R,12,2241035,12
Social Studies,7052,Pre-AP World History/Geography,R,9,2270871,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270034,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270108,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270492,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270670,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270186,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270532,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270728,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270079,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270222,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270662,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270285,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270665,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270619,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270035,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270288,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270529,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270612,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270169,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270260,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270817,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270133,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270838,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270291,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270012,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270286,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270239,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270802,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270500,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270459,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270809,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270641,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270813,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270764,9
Social Studies,7052,Pre-AP World History/Geography,R,10,2260387,10
Social Studies,7052,Pre-AP World History/Geography,R,9,2270565,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270055,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270144,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270346,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270831,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270176,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270572,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270522,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270811,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270684,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270852,9
Social Studies,7052,Pre-AP World History/Geography,R,10,2260977,10
Social Studies,7052,Pre-AP World History/Geography,R,9,2270460,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270226,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270205,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270731,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270836,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270361,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270311,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270886,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270046,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270103,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270428,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270430,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270114,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270196,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270061,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270005,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270629,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270729,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270599,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270390,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270145,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270416,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270241,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270538,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270359,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270385,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270180,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270170,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270073,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270611,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270388,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270690,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270209,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270666,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270705,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270341,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270563,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270193,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270396,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270891,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270318,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270773,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270130,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270350,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270279,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270574,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270188,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270790,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270440,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270173,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270695,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270237,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270823,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270139,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270587,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270378,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270810,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270345,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270603,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270357,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270545,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270441,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270701,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270066,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270011,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270718,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270786,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270302,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270660,9
Social Studies,7052,Pre-AP World History/Geography,R,11,2251043,11
Social Studies,7052,Pre-AP World History/Geography,R,9,2270332,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270107,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270668,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270319,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270654,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270295,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270446,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270592,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270245,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270393,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270157,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270220,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270736,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270087,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270566,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270015,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270661,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270369,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270559,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270159,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270698,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270453,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270064,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270827,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270212,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270266,9
Social Studies,7052,Pre-AP World History/Geography,R,10,2260565,10
Social Studies,7052,Pre-AP World History/Geography,R,9,2270208,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270888,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270861,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270312,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270560,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270644,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270324,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270129,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270374,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270622,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270577,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270814,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270840,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270425,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270537,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270652,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270523,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270667,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270607,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270601,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270348,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270229,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270488,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270750,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270219,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270801,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270525,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270402,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270511,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270246,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270201,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270250,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270339,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270010,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270738,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270078,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270593,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270316,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270216,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270575,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270553,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270452,9
Social Studies,7052,Pre-AP World History/Geography,R,10,2260625,10
Social Studies,7052,Pre-AP World History/Geography,R,9,2270618,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270323,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270059,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270084,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270044,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270289,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270890,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270895,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270793,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270659,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270733,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270713,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270490,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270206,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270191,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270588,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270464,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270749,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270498,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270746,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270096,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270505,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270160,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270889,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270016,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270883,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270885,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270179,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270837,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270674,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270732,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270377,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270768,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270450,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270894,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270679,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270824,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270646,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270591,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270834,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270330,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270760,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270329,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270062,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270549,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270692,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270300,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270647,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270723,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270019,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270415,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270467,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270501,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270101,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270117,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270449,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270463,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270043,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270762,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270070,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270240,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270013,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270033,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270584,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270620,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270556,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270429,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270616,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270171,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270255,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270435,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270251,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270030,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270558,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270520,9
Social Studies,7052,Pre-AP World History/Geography,R,11,4250848,11
Social Studies,7052,Pre-AP World History/Geography,R,9,2270865,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270340,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270445,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270089,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270699,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270410,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270640,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270638,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270744,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270796,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270047,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270386,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270398,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270548,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270436,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270168,9
Social Studies,7052,Pre-AP World History/Geography,A,9,2270080,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270819,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270353,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270627,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270406,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270828,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270417,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270634,9
Social Studies,7052,Pre-AP World History/Geography,R,9,2270116,9
